horas_estudio,notas
4.370861069626263,2.6225166417757575
9.556428757689245,5.733857254613547
7.587945476302646,4.552767285781588
6.387926357773329,3.8327558146639977
2.4041677639819286,1.442500658389157
2.403950683025824,1.4423704098154944
1.5227525095137953,0.9136515057082771
8.795585311974417,5.27735118718465
6.41003510568888,3.846021063413328
7.372653200164409,4.423591920098645
1.185260448662222,0.7111562691973332
9.72918866945795,5.83751320167477
8.491983767203795,5.095190260322277
2.9110519961044856,1.7466311976626914
2.636424704863906,1.5818548229183436
2.650640588680904,1.5903843532085424
3.7381801866358395,2.2429081119815035
5.72280788469014,3.4336847308140843
4.887505167779041,2.9325031006674247
3.6210622617823773,2.1726373570694264
6.506676052501415,3.9040056315008496
2.2554447458683766,1.3532668475210259
3.629301836816963,2.1775811020901776
4.297256589643226,2.5783539537859355
5.104629857953324,3.0627779147719942
8.066583652537123,4.839950191522274
2.7970640394252375,1.6782384236551424
5.628109945722504,3.3768659674335026
6.331731119758382,3.7990386718550297
1.4180537144799796,0.8508322286879878
6.467903667112945,3.8807422002677674
2.5347171131856236,1.520830267911374
1.5854643368675156,0.9512786021205095
9.539969835279999,5.723981901167999
9.690688297671034,5.81441297860262
8.275576133048151,4.965345679828891
3.741523922560336,2.2449143535362017
1.8790490260574548,1.1274294156344729
7.158097238609412,4.2948583431656475
4.961372443656412,2.976823466193847
2.0983441136030097,1.2590064681618056
5.456592191001432,3.2739553146008595
1.3094966900369656,0.7856980140221793
9.18388361870904,5.510330171225424
3.3290198344001523,1.9974119006400912
6.962700559185838,4.177620335511502
3.8053996848046987,2.283239810882819
5.680612190600297,3.4083673143601785
5.920392514089517,3.5522355084537107
2.6636900997297435,1.598214059837846
9.726261649881026,5.835756989928616
7.976195410250031,4.785717246150019
9.455490474077703,5.673294284446622
9.053446153848839,5.432067692309303
6.381099809299767,3.82865988557986
9.296868115208051,5.578120869124831
1.7964325184672756,1.0778595110803653
2.763845761772307,1.6583074570633842
1.4070456001948426,0.8442273601169056
3.927972976869379,2.3567837861216274
4.498095607205338,2.698857364323203
3.442141285965063,2.065284771579038
8.458637582367365,5.075182549420419
4.210779940242304,2.5264679641453824
3.5284105871864266,2.117046352311856
5.884264748424236,3.530558849054542
2.2683180247728636,1.3609908148637182
8.219772826786357,4.931863696071814
1.6709557931179373,1.0025734758707623
9.881982429404655,5.929189457642793
7.9502029236699165,4.770121754201949
2.7884411338075514,1.6730646802845308
1.0496990541124216,0.629819432467453
8.339152856093508,5.003491713656104
7.361716094628554,4.4170296567771326
7.561064512368886,4.536638707421331
7.941433120173512,4.7648598721041076
1.6664018656068134,0.9998411193640879
4.226191556898454,2.5357149341390723
2.0428215357261674,1.2256929214357004
8.767930832880342,5.2607584997282055
6.609683141448022,3.9658098848688135
3.9780822236738427,2.386849334204306
1.5720251525742128,0.9432150915445277
3.79884089544096,2.279304537264576
3.9266498982407234,2.3559899389444343
7.566455605042576,4.539873363025546
6.738017242196918,4.042810345318151
8.98491468318694,5.390948809912164
5.249934326457543,3.1499605958745263
2.0763482134447155,1.2458089280668292
7.419203085006955,4.4515218510041725
7.847065437552077,4.708239262531246
6.051494778125466,3.63089686687528
7.938704619591049,4.763222771754629
5.444160367279517,3.2664962203677104
5.704595464437946,3.422757278662768
4.847869165226946,2.9087214991361674
1.2287721406968566,0.737263284418114
1.97102284293974,1.182613705763844
1.2828626711806081,0.769717602708365
6.727693701374023,4.036616220824413
3.82920382968694,2.297522297812164
5.577136220482325,3.346281732289395
9.168098265334837,5.500858959200902
3.2436300623398746,1.9461780374039246
4.693446307320667,2.8160677843924002
7.799960246887438,4.679976148132463
3.059183489424602,1.8355100936547615
1.6928191884591368,1.015691513075482
3.6077630762239123,2.1646578457343475
2.4509915852860398,1.4705949511716239
9.367278871083158,5.620367322649895
8.273083416079754,4.963850049647852
6.700633808593811,4.020380285156287
8.84314531168946,5.305887187013676
8.23304869209203,4.939829215255219
2.6791305299743224,1.6074783179845935
9.0330309864098,5.41981859184588
5.854080177240856,3.5124481063445137
8.266961396476564,4.960176837885938
9.06482169931144,5.438893019586863
3.8620312747467747,2.3172187648480644
1.9904673207490908,1.1942803924494545
3.051416462877475,1.830849877726485
4.843970097636307,2.906382058581784
8.362132893302437,5.017279735981463
8.74657524930709,5.247945149584255
1.0625691747807164,0.6375415048684299
5.596725723198092,3.358035433918855
4.7566990283390105,2.8540194170034066
2.9989702942365724,1.7993821765419433
2.0787883060031453,1.2472729836018872
4.038536542632651,2.423121925579591
9.486187335212673,5.691712401127604
3.908826388186797,2.345295832912078
5.669115595690295,3.401469357414177
7.3271706300566,4.39630237803396
4.272666421413646,2.5635998528481876
9.746038744488645,5.847623246693187
9.662025654479,5.7972153926874
3.2660406624282774,1.9596243974569665
5.475236553031469,3.2851419318188815
3.707904788350927,2.2247428730105563
3.5635644493972087,2.1381386696383253
1.3319825261907952,0.7991895157144772
6.486079005819072,3.8916474034914432
5.524111209059753,3.3144667254358517
1.463308761249904,0.8779852567499424
3.507818178129503,2.1046909068777016
9.174392973699883,5.504635784219929
3.1560570160027517,1.893634209601651
2.304053848821008,1.3824323092926047
5.405074842498067,3.24304490549884
9.870854086995406,5.922512452197244
3.178497443603504,1.9070984661621022
7.049219926652907,4.229531955991744
7.854576537958458,4.712745922775074
3.1387378959315972,1.8832427375589584
7.553947137506736,4.5323682825040414
4.3100481944732785,2.586028916683967
6.690752475342215,4.0144514852053295
6.7017673968480524,4.021060438108831
5.821972156672826,3.4931832940036958
1.8126079304896747,1.0875647582938048
8.51772246030314,5.110633476181884
3.8870205847456223,2.332212350847373
2.678666593598688,1.607199956159213
1.3669762739928752,0.8201857643957251
6.318036488694176,3.7908218932165054
7.098079256580542,4.258847553948325
1.1492904603507053,0.6895742762104232
5.608837524693529,3.365302514816117
3.0384619767814414,1.8230771860688648
6.806555113685048,4.083933068211029
2.569297861044923,1.541578716626954
7.218439642922194,4.331063785753316
4.480618116704837,2.688370870022902
9.43056989863061,5.658341939178366
2.2376884973139393,1.3426130983883635
4.069597159452327,2.441758295671396
2.021261691165302,1.2127570146991813
9.322242564507064,5.593345538704239
8.896054180428829,5.337632508257298
3.3214746494364005,1.9928847896618402
6.939856414307611,4.163913848584567
8.354999801810942,5.012999881086565
5.996807304395161,3.5980843826370967
5.766855205204059,3.460113123122435
3.1766706181040654,1.9060023708624392
1.837924910253093,1.1027549461518558
9.074941821579941,5.444965092947964
9.103762514469974,5.462257508681984
6.697913115459412,4.018747869275646
4.051268119438307,2.430760871662984
4.142886171513948,2.4857317029083688
7.533601109832154,4.520160665899293
9.073992339573193,5.444395403743916
8.983777818386056,5.390266691031633
8.018879912718614,4.8113279476311686
6.77828481538859,4.066970889233154
1.7572596849554394,1.0543558109732638
2.454658426851524,1.4727950561109144
9.086987696743714,5.452192618046229
6.457861536936309,3.8747169221617854
1.0827734645496667,0.6496640787298
1.913243885794289,1.1479463314765734
6.971515921972502,4.182909553183501
1.0455542546159682,0.6273325527695809
2.4472724627574878,1.4683634776544927
5.938604104299275,3.563162462579565
7.227056779234239,4.336234067540544
6.867651335523405,4.120590801314043
3.018423785145038,1.811054271087023
7.409612992127823,4.445767795276694
3.135241787471201,1.8811450724827208
3.9285972834334095,2.357158370060046
7.718422646062217,4.63105358763733
6.846696091424932,4.108017654854959
8.6430106944476,5.1858064166685605
6.91851603070309,4.151109618421854
6.114777430019244,3.6688664580115464
1.8430729104528323,1.1058437462716995
4.309442227534902,2.585665336520941
3.386821309135529,2.0320927854813178
